,tconst,averagerating,numvotes
30053,tt8160262,69,59
30054,tt8176602,81,36
30055,tt8226340,79,11
30056,tt8229382,85,6
30057,tt8242160,69,43
30058,tt8250786,83,16
30059,tt8253812,66,10
30060,tt8255690,63,21
30061,tt8259054,52,9
30062,tt8271182,77,98
30063,tt8287198,66,5
30064,tt8306800,84,14
30065,tt8315704,73,20
30066,tt8318574,71,33
30067,tt8323980,26,21
30068,tt8376598,77,138
30069,tt8396096,48,102
30070,tt8398768,59,406
30071,tt8403246,65,127
30072,tt8403396,61,427
30073,tt8410398,67,6
30074,tt8413560,86,7
30075,tt8436026,73,2126
30076,tt8444450,37,372
30077,tt8470094,65,8
30078,tt8484230,79,47
30079,tt8490894,79,1016
30080,tt8495600,66,117
30081,tt8496538,67,7
30082,tt8526316,65,10
30083,tt8543470,56,9
30084,tt8549364,66,8
30085,tt8561698,47,14
30086,tt8589746,87,7
30087,tt8614536,87,791
30088,tt8633088,61,8
30089,tt8634368,62,73
30090,tt8648744,70,40
30091,tt8649636,64,62
30092,tt8665794,62,284
30093,tt8674402,84,7
30094,tt8690486,70,111
30095,tt8707516,91,63
30096,tt8711506,74,73
30097,tt8721942,60,58
30098,tt8746914,70,73
30099,tt8748608,61,978
30100,tt8783146,30,70
30101,tt8834430,80,299
30102,tt8860400,70,9
30103,tt8870382,60,5
30104,tt8870800,84,5
30105,tt8887846,83,68
30106,tt8888792,76,5
30107,tt8958304,82,8
30108,tt8967900,57,106
30109,tt8974586,73,60
30110,tt8982154,54,11
30111,tt8983300,79,54
30112,tt8991322,72,45
30113,tt9005662,70,1043
30114,tt9027438,70,21
30115,tt9030814,56,7
30116,tt9049540,70,719
30117,tt9053416,33,381
30118,tt9056146,64,19
30119,tt9057154,59,33
30120,tt9060866,46,76
30121,tt9081788,65,28
30122,tt9082142,76,12
30123,tt9085028,86,25
30124,tt9094788,92,12
30125,tt9106444,83,11
30126,tt9109760,69,9
30127,tt9113772,71,12
30128,tt9120936,78,39
30129,tt9135938,65,12
30130,tt9143304,65,587
30131,tt9149306,44,11
30132,tt9154944,27,32
30133,tt9159056,73,94
30134,tt9176254,64,31
30135,tt9209266,66,13
30136,tt9212350,82,8
30137,tt9221510,51,97
30138,tt9251598,37,11
30139,tt9279666,83,10
30140,tt9296464,82,41
30141,tt9297754,50,126
30142,tt9315438,73,763
30143,tt9346948,70,10
30144,tt9406402,75,6
30145,tt9420024,69,51
30146,tt9428026,60,95
30147,tt9431134,76,25
30148,tt9442146,53,30
30149,tt9481776,86,9
30150,tt9507276,81,54
30151,tt9559888,47,11
30152,tt9581076,75,419
30153,tt9652322,55,88
30154,tt9658178,84,39
30155,tt9670282,33,101
30156,tt9695662,76,11
30157,tt9725216,70,33
30158,tt9784486,47,9
30159,tt9797920,73,18
30160,tt9801736,78,36
30161,tt9806304,22,35
30162,tt9834062,89,31
30163,tt9899880,58,5
30164,tt9905462,84,600
30165,tt9905796,90,5
30166,tt0137204,81,263
30167,tt0774519,63,19
30168,tt0780653,58,97873
30169,tt0787524,72,43575
30170,tt0814255,59,165108
30171,tt0818172,67,27
30172,tt0848554,38,747
30173,tt0896872,72,29826
30174,tt0984210,49,581
30175,tt10046208,60,6
30176,tt10080924,92,79
30177,tt10187146,86,5
30178,tt1020558,64,74085
30179,tt10219406,64,5
30180,tt1022871,50,8
30181,tt10256818,86,7
30182,tt10280172,88,8
30183,tt1029385,61,37
30184,tt10309216,54,8
30185,tt10310010,87,10
30186,tt1045658,77,621018
30187,tt1047540,61,23711
30188,tt1880259,85,36
30189,tt1885257,78,8
30190,tt1887899,45,6
30191,tt1888516,54,109
30192,tt1895398,85,49
30193,tt1897962,58,100
30194,tt1899270,69,697
30195,tt1900946,73,370
30196,tt1900967,46,15
30197,tt1905053,52,28
30198,tt1905085,49,294
30199,tt1907696,68,171
30200,tt1911662,50,13924
30201,tt1916748,62,8
30202,tt1920910,76,22
30203,tt1920980,57,129
30204,tt1920986,41,80
30205,tt1921073,74,17
30206,tt1922667,50,21
30207,tt1922767,73,169
30208,tt1924339,74,5
30209,tt1927091,37,6
30210,tt1928331,88,39
30211,tt1929292,82,5
30212,tt1929373,74,240
30213,tt1930501,47,12
30214,tt1932752,64,5
30215,tt1933603,53,6
30216,tt1934179,61,35
30217,tt1934293,76,14
30218,tt1934472,75,237
30219,tt1937419,72,524
30220,tt1937455,55,25
30221,tt1937506,57,1977
30222,tt1945084,51,15874
30223,tt1945091,85,10
30224,tt1946187,81,9
30225,tt1946201,56,34
30226,tt1946381,41,1337
30227,tt1949173,91,8
30228,tt1949515,70,8
30229,tt1954364,46,340
30230,tt1954512,70,10
30231,tt1954579,75,10
30232,tt1954811,52,1249
30233,tt1957849,70,26
30234,tt1957974,80,6
30235,tt1964418,64,161343
30236,tt1964618,50,140
30237,tt1966385,55,1472
30238,tt1967545,69,39242
30239,tt1967669,46,158
30240,tt1971433,70,5
30241,tt1971458,62,89
30242,tt1974212,71,439
30243,tt1975169,65,82
30244,tt1977001,45,402
30245,tt1977034,64,108
30246,tt1977156,84,5
30247,tt1978514,71,67
30248,tt1981675,68,166
30249,tt1986750,70,8
30250,tt1987005,64,5
30251,tt1988805,35,214
30252,tt1989696,59,7
30253,tt1990337,74,9
30254,tt1995494,56,68
30255,tt1997561,52,97
30256,tt2005156,64,480
30257,tt2005328,84,7
30258,tt2006753,53,1716
30259,tt2007405,77,57
30260,tt2007421,58,146
30261,tt2008443,81,23
30262,tt2008486,51,189
30263,tt2010958,64,62
30264,tt2011067,70,22
30265,tt2011265,65,202
30266,tt2011323,46,8
30267,tt2011938,66,49
30268,tt2014225,50,226
30269,tt2014338,76,12452
30270,tt2016900,70,9
30271,tt2017703,84,5
30272,tt2022362,48,11
30273,tt2034139,40,15124
30274,tt2040334,70,7
30275,tt2040454,65,101
30276,tt2040571,92,5
30277,tt2041529,79,74
30278,tt2043781,63,19
30279,tt2048865,38,785
30280,tt2049386,65,6
30281,tt2049448,61,219
30282,tt2049586,80,1367
30283,tt2053425,75,58887
30284,tt2055666,67,374
30285,tt2055781,85,32
30286,tt2056535,48,114
30287,tt2057421,61,119
30288,tt2058673,53,53802
30289,tt2059181,57,20
30290,tt2061626,58,72
30291,tt2061814,80,18
30292,tt2062687,62,27
30293,tt2062945,66,88
30294,tt2063633,48,29
30295,tt2063781,68,15627
30296,tt2066995,26,26
30297,tt2069020,76,7
30298,tt2070701,52,113
30299,tt2070831,15,415
30300,tt2070882,78,69
30301,tt2071416,33,6
30302,tt2071445,31,312
30303,tt2071464,62,90
30304,tt2073135,72,16
30305,tt2073672,70,170
30306,tt2074461,64,48
30307,tt2075108,81,3488
30308,tt2075157,91,7
30309,tt2075201,66,13
30310,tt2075377,65,6
30311,tt2076246,85,55
30312,tt2076897,66,2876
30313,tt2079591,74,9
30314,tt2080308,67,6
30315,tt2080379,76,19
30316,tt2081274,52,752
30317,tt2082475,72,51
30318,tt2083385,57,69
30319,tt2084005,65,72
30320,tt2085832,76,51
30321,tt2086894,64,28
30322,tt2086948,59,16
30323,tt2088919,63,263
30324,tt2090497,62,673
30325,tt2091301,58,26
30326,tt2091387,67,97
30327,tt2091427,62,515
30328,tt2091459,71,38
30329,tt2094829,56,29
30330,tt2094943,73,70
30331,tt2094984,69,88
30332,tt2095819,66,32
30333,tt2107648,56,3579
30334,tt2107843,90,36
30335,tt2111392,52,5415
30336,tt2112291,49,8
30337,tt2113587,51,82
30338,tt2113822,69,2847
30339,tt2118609,75,81
30340,tt2118659,61,114
30341,tt2119395,76,102
30342,tt2120022,30,6
30343,tt2121734,74,25
30344,tt2124826,72,18
30345,tt2126357,58,13109
30346,tt2126378,82,17
30347,tt2129887,63,963
30348,tt2131556,60,147
30349,tt2131586,65,1019
30350,tt2139721,77,10
30351,tt2140643,75,13
30352,tt2144052,52,58
30353,tt2145765,59,78
30354,tt2145821,62,32
30355,tt2147545,89,11
30356,tt2149712,55,26
30357,tt2152380,68,11
30358,tt2152751,69,7
30359,tt2157188,67,72
30360,tt2161944,75,8
30361,tt2161966,61,12
30362,tt2166143,52,634
30363,tt2166850,66,105
30364,tt2167708,67,6
30365,tt2168746,77,27
30366,tt2169150,54,18
30367,tt2170140,40,24
30368,tt2170551,89,7
30369,tt2171847,46,2775
30370,tt2171867,52,18055
30371,tt2172137,74,26
30372,tt2173366,55,851
30373,tt2174201,68,5
30374,tt2175535,56,1538
30375,tt2175587,71,47
30376,tt2175997,67,115
30377,tt2176378,60,96
30378,tt2179191,62,116
30379,tt2179203,85,6
30380,tt2181931,79,30323
30381,tt2182097,50,399
30382,tt2182159,81,47
30383,tt2186831,72,38
30384,tt2187153,79,21369
30385,tt2187163,44,51
30386,tt2188893,57,23
30387,tt2190287,74,103
30388,tt2190357,70,171
30389,tt2190796,70,68
30390,tt2191715,78,33
30391,tt2191765,63,6832
30392,tt2191880,52,397
30393,tt2191900,56,9
30394,tt2192100,82,1052
30395,tt2193126,62,15
30396,tt2194711,65,258
30397,tt2195896,69,43
30398,tt2196564,71,200
30399,tt2196724,68,349
30400,tt2198139,62,34
30401,tt2198824,42,204
30402,tt2200999,85,31
30403,tt2203296,53,19
30404,tt2204282,26,349
30405,tt2204414,78,13
30406,tt2205468,82,9
30407,tt2206976,81,7
30408,tt2210769,76,7405
30409,tt2210828,64,81
30410,tt2211145,69,12
30411,tt2211822,51,111
30412,tt2215163,46,403
30413,tt2215267,54,781
30414,tt2217458,70,2584
30415,tt2217911,77,7
30416,tt2217936,59,333
30417,tt2220034,53,236
30418,tt2221743,72,18
30419,tt2221910,78,21
30420,tt2222458,62,98
30421,tt2223918,58,26
30422,tt2224481,82,6
30423,tt2224506,48,174
30424,tt2231505,59,122
30425,tt2231890,86,21
30426,tt2232304,50,5
30427,tt2233999,78,12
30428,tt2234275,68,621
30429,tt2234419,67,238
30430,tt2234449,62,81
30431,tt2235422,43,19
30432,tt2237158,57,55
30433,tt2240030,73,41
30434,tt2243167,72,35
30435,tt2244660,79,11
30436,tt2244972,77,22
30437,tt2245084,78,371204
30438,tt2245137,37,68
30439,tt2245218,62,122
30440,tt2245756,72,122
30441,tt2246222,44,10
30442,tt2246599,52,6
30443,tt2246871,79,11
30444,tt2247566,77,1975
30445,tt2248719,39,38
30446,tt2248981,71,9
30447,tt2249081,58,1398
30448,tt2249115,62,12
30449,tt2249167,50,138
30450,tt2250912,75,426302
30451,tt2251662,53,814
30452,tt2252302,61,26
30453,tt2252346,47,23
30454,tt2254110,67,163
30455,tt2255915,67,53
30456,tt2256598,66,5
30457,tt2256843,63,6
30458,tt2257016,54,15
30459,tt2258888,46,16
30460,tt2260060,67,18
30461,tt2261765,55,13
30462,tt2262197,45,8
30463,tt2263536,71,40
30464,tt2264898,74,33
30465,tt2265265,73,28
30466,tt2266912,66,9
30467,tt2271777,49,434
30468,tt2273333,74,5
30469,tt2273343,75,11
30470,tt2273349,29,157
30471,tt2273401,65,8
30472,tt2273470,66,234
30473,tt2274358,72,217
30474,tt2279245,61,38
30475,tt2279353,67,607
30476,tt2281389,56,7
30477,tt2285419,52,29
30478,tt2285453,59,8
30479,tt2288121,47,3422
30480,tt2288160,60,195
30481,tt2291242,42,49
30482,tt2292168,88,16
30483,tt2292276,70,5
30484,tt2292693,72,106
30485,tt2296869,80,10
30486,tt2297031,78,1007
30487,tt2298990,64,610
30488,tt2300995,62,292
30489,tt2303112,56,283
30490,tt2304643,78,47
30491,tt2304953,57,17438
30492,tt2308860,64,551
30493,tt2309770,60,14
30494,tt2309991,72,21
30495,tt2310109,60,1220
30496,tt2310163,71,44
30497,tt2318401,61,113
30498,tt2319797,79,53
30499,tt2320031,68,6
30500,tt2320602,67,45
30501,tt2323649,72,6
30502,tt2323854,77,32
30503,tt2326081,80,6
30504,tt2327507,56,81
30505,tt2328691,67,81
30506,tt2330380,42,171
30507,tt2331100,62,708
30508,tt2338251,71,68
30509,tt2338454,55,12663
30510,tt2338774,72,503
30511,tt2340142,70,10
30512,tt2340426,38,18
30513,tt2342065,91,67
30514,tt2342301,62,245
30515,tt2343747,79,13
30516,tt2345046,74,7
30517,tt2345545,40,7
30518,tt2347194,47,34
30519,tt2349608,68,29
30520,tt2349677,72,55
30521,tt2352802,55,6143
30522,tt2357157,70,7
30523,tt2358514,57,399
30524,tt2358917,54,5
30525,tt2361000,69,15
30526,tt2363444,76,11
30527,tt2364949,53,3350
30528,tt2366141,57,80
30529,tt2368412,53,94
30530,tt2368535,83,16
30531,tt2368672,72,6603
30532,tt2368795,81,16
30533,tt2369259,38,46
30534,tt2370138,39,161
30535,tt2372251,52,8663
30536,tt2374745,73,21
30537,tt2375671,58,214
30538,tt2375771,56,52
30539,tt2376722,76,5
30540,tt2379332,69,118
30541,tt2379653,61,101
30542,tt2380105,40,20
30543,tt2380942,52,33
30544,tt2381127,68,119
30545,tt2381361,71,8
30546,tt2381941,66,192147
30547,tt2382396,69,42825
30548,tt2383068,61,15420
30549,tt2387312,75,17
30550,tt2390190,69,141
30551,tt2390628,77,6
30552,tt2392810,62,1339
30553,tt2393707,62,210
30554,tt2393776,44,13
30555,tt2393835,90,6
30556,tt2393845,59,18238
30557,tt2393917,68,246
30558,tt2394063,67,2390
30559,tt2395441,66,7
30560,tt2396914,50,6
30561,tt2398306,70,169
30562,tt2398604,46,22
30563,tt2399752,61,112
30564,tt2401097,56,17147
30565,tt2401866,62,79
30566,tt2402131,44,523
30567,tt2402328,51,24
30568,tt2402623,66,1256
30569,tt2402745,69,24
30570,tt2403841,76,8
30571,tt2404171,68,1115
30572,tt2407090,88,10
30573,tt2407390,44,21
30574,tt2407418,65,327
30575,tt2408056,59,69
30576,tt2409754,64,97
30577,tt2409812,58,341
30578,tt2413524,63,7
30579,tt2415964,63,1557
30580,tt2418248,74,29
30581,tt2418558,62,6467
30582,tt2420886,57,1627
30583,tt2421350,68,25
30584,tt2421498,78,67
30585,tt2421904,61,7
30586,tt2424988,72,21092
30587,tt2428718,67,17
30588,tt2428942,67,27
30589,tt2431102,65,32
30590,tt2432500,75,17
30591,tt2442038,49,14
30592,tt2442670,65,283
30593,tt2450274,81,11
30594,tt2451688,41,83
30595,tt2451934,63,21
30596,tt2452292,62,13
30597,tt2455108,77,10
30598,tt2455658,92,5
30599,tt2455762,48,19
30600,tt2458968,70,5
30601,tt2459038,23,398
30602,tt2460440,91,22
30603,tt2461132,51,31583
30604,tt2462506,60,142
30605,tt2463922,36,870
30606,tt2464812,67,329
30607,tt2465536,48,198
30608,tt2468804,65,31
30609,tt2473602,69,19024
30610,tt2473718,51,300
30611,tt2475154,77,1235
30612,tt2475802,72,243
30613,tt2479384,68,2976
30614,tt2482484,50,8
30615,tt2484460,77,52
30616,tt2486862,54,131
30617,tt2494820,71,58
30618,tt2498740,82,6
30619,tt2499076,82,4524
30620,tt2499802,78,21
30621,tt2504518,67,6
30622,tt2507886,72,5
30623,tt2509052,84,17
30624,tt2510002,85,6
30625,tt2510820,58,112
30626,tt2513092,45,2108
30627,tt2514338,64,3468
30628,tt2516336,79,11
30629,tt2516720,77,122
30630,tt2516798,80,7
30631,tt2517260,61,36
30632,tt2518190,64,70
30633,tt2519220,80,6
30634,tt2520864,48,45
30635,tt2521084,85,11
30636,tt2523832,71,6369
30637,tt2526514,72,230
30638,tt2527390,77,7
30639,tt2527660,57,105
30640,tt2527740,41,71
30641,tt2528600,46,32
30642,tt2529924,60,35
30643,tt2531334,44,3408
30644,tt2536276,84,18
30645,tt2538002,90,12
30646,tt2543824,69,9
30647,tt2547622,69,26
30648,tt2547914,73,6
30649,tt2548030,45,117
30650,tt2552276,64,28
30651,tt2555202,76,314
30652,tt2556296,65,318
30653,tt2556710,73,9
30654,tt2557650,53,135
30655,tt2559036,59,125
30656,tt2561750,86,14
30657,tt2562880,84,7
30658,tt2566364,64,5
30659,tt2567000,61,151
30660,tt2568710,77,10
30661,tt2569778,60,24
30662,tt2570414,53,1050
30663,tt2572336,52,11
30664,tt2573206,49,159
30665,tt2573536,57,331
30666,tt2573860,66,9
30667,tt2575290,59,140
30668,tt2577050,60,6
30669,tt2579034,47,81
30670,tt2580398,83,6
30671,tt2580744,78,22
30672,tt2583084,70,28
30673,tt2583530,75,97
30674,tt2586482,63,6
30675,tt2591692,46,188
30676,tt2591856,48,6
30677,tt2592962,46,9
30678,tt2596160,42,18
30679,tt2599106,57,442
30680,tt2599938,65,56
30681,tt2602286,62,9
30682,tt2606554,72,21
30683,tt2606614,37,260
30684,tt2607584,59,10
30685,tt2608516,68,61
30686,tt2609326,25,561
30687,tt2609790,73,86
30688,tt2614342,65,60
30689,tt2619066,83,7
30690,tt2622854,65,55
30691,tt2623946,35,260
30692,tt2627146,58,703
30693,tt2631098,43,145
30694,tt2631554,53,54
30695,tt2633166,53,17
30696,tt2635822,61,7
30697,tt2636480,84,78
30698,tt2638480,60,74
30699,tt2641148,71,8
30700,tt2641256,65,13
30701,tt2644902,55,24
30702,tt2646276,59,9
30703,tt2649528,62,5
30704,tt2649954,49,12
30705,tt2649982,59,15
30706,tt2651158,77,94
30707,tt2653182,59,11
30708,tt2653258,52,5
30709,tt2654066,36,390
30710,tt2656420,66,23
30711,tt2660304,90,7
30712,tt2660424,62,6
30713,tt2662218,52,484
30714,tt2664984,55,11
30715,tt2667242,60,40
30716,tt2667918,64,6686
30717,tt2668292,75,23
30718,tt2670216,78,276
30719,tt2674496,67,6
30720,tt2678900,34,40
30721,tt2689428,86,18
30722,tt2689924,82,18
30723,tt2691722,71,2465
30724,tt2692502,84,11
30725,tt2693580,66,3781
30726,tt2697468,74,5
30727,tt2699466,75,82
30728,tt2704210,68,9
30729,tt2705126,76,17
30730,tt2706104,53,25
30731,tt2706332,55,45
30732,tt2706552,33,33
30733,tt2707580,66,10
30734,tt2708382,58,5
30735,tt2709172,78,24
30736,tt2709726,77,416
30737,tt2714882,69,34
30738,tt2716304,44,8
30739,tt2716554,62,245
30740,tt2719094,73,588
30741,tt2727028,50,2699
30742,tt2730248,75,8
30743,tt2733258,60,3174
30744,tt2733978,77,37
30745,tt2734498,58,50
30746,tt2739678,64,31
30747,tt2740676,86,22
30748,tt2740822,81,14
30749,tt2741098,70,43
30750,tt2749796,79,11
30751,tt2750090,68,116
30752,tt2754854,59,327
30753,tt2760492,94,5
30754,tt2763068,72,11
30755,tt2769254,73,7
30756,tt2779998,60,174
30757,tt2780094,29,17
30758,tt2780166,40,6
30759,tt2780998,68,56
30760,tt2781612,48,47
30761,tt2782604,75,186
30762,tt2782692,69,3166
30763,tt2783986,76,5
30764,tt2784020,54,103
30765,tt2786278,78,2446
30766,tt2791132,94,5
30767,tt2800574,66,67
30768,tt2802152,64,8
30769,tt2802160,64,11
30770,tt2803314,69,11
30771,tt2805202,42,20
30772,tt2808036,52,9
30773,tt2814526,82,24
30774,tt2825120,60,1190
30775,tt2826634,65,39
30776,tt2828310,79,72
30777,tt2831568,39,275
30778,tt2836138,73,34
30779,tt2836434,55,652
30780,tt2836836,58,52
30781,tt2837596,55,176
30782,tt2841572,73,1526
30783,tt2842698,61,14
30784,tt2842842,88,10
30785,tt2848252,52,209
30786,tt2851090,70,22
30787,tt2852460,61,229
30788,tt2857746,54,77
30789,tt2859584,70,51
30790,tt2859984,45,13
30791,tt2862440,55,73
30792,tt2872462,67,22506
30793,tt2872570,71,339
30794,tt2876906,69,57
30795,tt2882854,35,508
30796,tt2884308,58,275
30797,tt2896502,54,40
30798,tt2897076,66,322
30799,tt2900182,64,26
30800,tt2904798,39,184
30801,tt2905774,70,12
30802,tt2916510,60,433
30803,tt2918606,54,4676
30804,tt2920440,78,18
30805,tt2924442,44,3078
30806,tt2925768,63,1241
30807,tt2932828,81,92
30808,tt2934868,58,36
30809,tt2937692,74,92
30810,tt2947742,51,526
30811,tt2948356,80,383446
30812,tt2950242,58,203
30813,tt2953542,82,13
30814,tt2954770,80,70
30815,tt2955316,66,14839
30816,tt2956808,80,40
30817,tt2957680,57,742
30818,tt2959582,59,8
30819,tt2966730,80,18
30820,tt2972468,69,12
30821,tt2973016,80,8
30822,tt2975598,64,81
30823,tt2975776,52,54
30824,tt2978048,72,8
30825,tt2978814,67,156
30826,tt2979558,71,11
30827,tt2979638,65,239
30828,tt2980658,63,48
30829,tt2988036,74,31
30830,tt2990702,40,305
30831,tt2991584,60,67
30832,tt2993556,37,52
30833,tt2994832,63,2301
30834,tt3007800,88,5
30835,tt3007924,19,247
30836,tt3008014,69,1754
30837,tt3012236,75,11
30838,tt3021058,59,30
30839,tt3028362,80,959
30840,tt3030962,67,15
30841,tt3036852,61,7
30842,tt3038088,57,19
30843,tt3043848,69,31
30844,tt3046062,66,824
30845,tt3052080,78,6
30846,tt3054786,53,30
30847,tt3056608,58,205
30848,tt3060772,90,5
30849,tt3065978,74,858
30850,tt3068192,48,2156
30851,tt3073172,60,104
30852,tt3075132,78,6
30853,tt3078932,28,325
30854,tt3079608,68,5
30855,tt3089922,65,968
30856,tt3091304,65,807
30857,tt3096810,26,137
30858,tt3098282,80,35
30859,tt3101742,69,44
30860,tt3102382,61,97
30861,tt3103370,63,10
30862,tt3103632,61,319
30863,tt3104284,59,31
30864,tt3111486,24,787
30865,tt3114944,62,16
30866,tt3116140,76,79
30867,tt3118910,38,19
30868,tt3118920,49,321
30869,tt3119416,70,2019
30870,tt3120794,81,237
30871,tt3129692,56,28
30872,tt3130406,43,18
30873,tt3134750,72,12
30874,tt3138188,44,5
30875,tt3144772,75,6
30876,tt3144780,68,48
30877,tt3144926,68,6
30878,tt3146114,53,9
30879,tt3146120,25,123
30880,tt3151710,45,286
30881,tt3153668,70,59
30882,tt3159242,42,17
30883,tt3159564,75,4185
30884,tt3160338,55,22
30885,tt3171800,73,9
30886,tt3175798,51,293
30887,tt3176134,64,981
30888,tt3176780,87,6
30889,tt3177504,64,234
30890,tt3180128,66,7
30891,tt3194412,70,20
30892,tt3198698,70,1293
30893,tt3201572,59,113
30894,tt3201654,61,201
30895,tt3203462,61,61
30896,tt3204734,51,781
30897,tt3207376,51,429
30898,tt3207632,65,6
30899,tt3212568,72,1351
30900,tt3212738,63,101
30901,tt3216846,33,104
30902,tt3219296,87,27
30903,tt3219546,42,5
30904,tt3221544,60,1109
30905,tt3224956,57,19
30906,tt3225338,75,91
30907,tt3228994,75,102
30908,tt3229248,66,59
30909,tt3231362,84,25
30910,tt3234038,58,12
30911,tt3235148,61,47
30912,tt3235880,50,920
30913,tt3237064,66,20
30914,tt3238176,64,79
30915,tt3239660,86,10
30916,tt3253154,66,5
30917,tt3253548,45,158
30918,tt3255278,56,16
30919,tt3255590,56,5825
30920,tt3261290,70,46
30921,tt3263718,63,520
30922,tt3265408,82,27
30923,tt3270472,65,298
30924,tt3276618,51,229
30925,tt3278224,74,1799
30926,tt3283698,55,161
30927,tt3284178,70,1815
30928,tt3285170,69,13
30929,tt3290440,60,477
30930,tt3294878,78,40
30931,tt3295236,54,5
30932,tt3296204,56,1089
30933,tt3297250,29,9
30934,tt3307226,55,6
30935,tt3307438,76,63
30936,tt3311564,33,24
30937,tt3312058,74,14
30938,tt3312748,38,1575
30939,tt3314232,42,12
30940,tt3318088,82,9
30941,tt3322420,82,55162
30942,tt3324286,59,618
30943,tt3328424,53,7
30944,tt3328654,56,78
30945,tt3328924,59,83
30946,tt3329600,39,10
30947,tt3330948,57,501
30948,tt3332690,64,481
30949,tt3339354,62,610
30950,tt3341638,78,19
30951,tt3342558,82,456
30952,tt3349578,61,2409
30953,tt3351452,71,58
30954,tt3353822,65,13
30955,tt3354486,78,8
30956,tt3354488,90,23
30957,tt3355014,67,2397
30958,tt3357918,54,132
30959,tt3365084,79,13
30960,tt3365874,65,8
30961,tt3369248,62,816
30962,tt3377886,32,14
30963,tt3385516,70,356556
30964,tt3387276,79,10
30965,tt3390376,64,226
30966,tt3390600,86,253
30967,tt3393362,80,12
30968,tt3393400,79,114
30969,tt3394758,54,279
30970,tt3395582,56,806
30971,tt3398808,56,311
30972,tt3399896,54,5645
30973,tt3402110,69,1678
30974,tt3402542,67,141
30975,tt3408558,76,686
30976,tt3409282,69,10
30977,tt3414164,63,12
30978,tt3417756,67,5356
30979,tt3418064,31,190
30980,tt3418424,57,494
30981,tt3423532,61,7
30982,tt3426858,89,15
30983,tt3429322,75,13
30984,tt3431786,56,148
30985,tt3436572,46,97
30986,tt3437164,11,168
30987,tt3437514,67,18
30988,tt3438720,43,67
30989,tt3450112,61,111
30990,tt3453600,67,39
30991,tt3456064,78,5
30992,tt3456090,72,677
30993,tt3460560,88,33
30994,tt3461524,72,64
30995,tt3462474,56,13
30996,tt3465606,69,12
30997,tt3469046,63,92580
30998,tt3469420,58,262
30999,tt3471946,72,10
31000,tt3477744,67,21
31001,tt3479858,69,601
31002,tt3487526,60,27
31003,tt3487600,70,11
31004,tt3488710,73,109714
31005,tt3492436,72,198
31006,tt3495974,26,5
31007,tt3497596,75,232
31008,tt3497816,67,18
31009,tt3498494,62,16
31010,tt3499754,44,377
31011,tt3501768,83,15
31012,tt3503838,51,56
31013,tt3505754,40,341
31014,tt3507138,61,383
31015,tt3510280,67,125
31016,tt3510728,70,23
31017,tt3514870,56,8
31018,tt3525584,57,467
31019,tt3532216,72,131043
31020,tt3543026,85,40
31021,tt3547530,41,7
31022,tt3548442,36,298
31023,tt3550444,60,479
31024,tt3552348,53,161
31025,tt3555634,52,30
31026,tt3562572,66,235
31027,tt3564472,62,29321
31028,tt3572132,53,1061
31029,tt3573796,75,10
31030,tt3576072,68,535
31031,tt3576388,83,18
31032,tt3579158,28,112
31033,tt3588982,81,113
31034,tt3589572,45,6
31035,tt3594042,66,135
31036,tt3595966,76,1168
31037,tt3598648,54,1127
31038,tt3600758,80,6
31039,tt3602128,55,3143
31040,tt3602334,70,12
31041,tt3602432,38,37
31042,tt3603568,58,52
31043,tt3605276,69,416
31044,tt3606488,65,46
31045,tt3606888,74,23204
31046,tt3619780,81,17
31047,tt3624458,47,15
31048,tt3625352,54,999
31049,tt3626442,80,416
31050,tt3641062,79,36
31051,tt3643544,74,3662
31052,tt3645074,66,101
31053,tt3645178,35,148
31054,tt3645918,50,7
31055,tt3646292,70,290
31056,tt3646946,76,584
31057,tt3647782,78,5
31058,tt3648510,65,488
31059,tt3649882,54,10
31060,tt3655326,87,6
31061,tt3658366,72,112
31062,tt3659066,87,54
31063,tt3661420,59,8
31064,tt3663794,38,9
31065,tt3664006,72,11
31066,tt3665818,52,5
31067,tt3667264,57,172
31068,tt3671534,42,5
31069,tt3672018,46,792
31070,tt3672616,46,135
31071,tt3672840,60,16672
31072,tt3672908,80,14
31073,tt3675222,64,9
31074,tt3678188,50,159
31075,tt3679458,77,45
31076,tt3681450,56,5
31077,tt3685218,68,1247
31078,tt3685480,64,98
31079,tt3689898,61,9
31080,tt3691942,28,6
31081,tt3693200,53,7
31082,tt3697946,60,1435
31083,tt3700482,76,245
31084,tt3701078,60,70
31085,tt3703382,83,7
31086,tt3708326,43,49
31087,tt3711708,72,77
31088,tt3711750,71,7
31089,tt3714106,46,5
31090,tt3714662,88,6
31091,tt3715086,73,13
31092,tt3717804,59,2394
31093,tt3719254,54,20
31094,tt3727780,47,82
31095,tt3727922,48,19
31096,tt3733368,73,67
31097,tt3735930,42,5
31098,tt3739806,72,9
31099,tt3743042,52,2648
31100,tt3744428,74,437
31101,tt3745930,77,7
31102,tt3746700,34,361
31103,tt3752680,62,15
31104,tt3753208,46,40
31105,tt3753248,88,33
31106,tt3756214,75,8
31107,tt3758026,86,7
31108,tt3760820,38,8
31109,tt3765586,86,12
31110,tt3766366,57,42
31111,tt3777860,64,376
31112,tt3779202,67,17
31113,tt3780754,65,156
31114,tt3781762,48,4435
31115,tt3783474,89,10
31116,tt3797076,74,228
31117,tt3797142,35,1395
