,tconst,averagerating,numvotes
31118,tt3798866,46,130
31119,tt3798904,75,10
31120,tt3800894,65,1931
31121,tt3810932,83,2996
31122,tt3813916,57,691
31123,tt3814870,58,131
31124,tt3817198,61,29
31125,tt3818552,59,98
31126,tt3822630,40,5
31127,tt3824482,41,16
31128,tt3825674,48,17
31129,tt3828724,56,27
31130,tt3831344,63,1664
31131,tt3842724,47,272
31132,tt3842962,67,82
31133,tt3844956,50,60
31134,tt3845142,67,43
31135,tt3849586,46,54
31136,tt3854186,19,97
31137,tt3855850,63,93
31138,tt3861144,64,376
31139,tt3861432,22,9
31140,tt3861956,87,20
31141,tt3862782,75,16
31142,tt3863420,62,38
31143,tt3868430,41,95
31144,tt3881580,83,7
31145,tt3882968,45,39
31146,tt3886718,53,21
31147,tt3887812,73,30
31148,tt3889312,81,13
31149,tt3894958,62,402
31150,tt3898860,60,208
31151,tt3901944,47,453
31152,tt3903480,79,38
31153,tt3906332,52,6
31154,tt3910602,75,2984
31155,tt3911248,47,6
31156,tt3914600,65,158
31157,tt3915006,44,136
31158,tt3916634,65,44
31159,tt3924774,40,126
31160,tt3952016,84,13
31161,tt3953236,80,5
31162,tt3956414,66,28
31163,tt3966642,62,339
31164,tt3976070,51,38
31165,tt3976358,58,116
31166,tt3979094,80,6
31167,tt3981736,93,7
31168,tt3982436,66,628
31169,tt3985434,44,348
31170,tt3989726,44,119
31171,tt3992380,88,5
31172,tt3994166,61,8
31173,tt4006820,71,7
31174,tt4012432,66,210
31175,tt4016994,75,1885
31176,tt4018484,63,6
31177,tt4019346,65,17
31178,tt4023372,58,5
31179,tt4023430,67,40
31180,tt4024546,54,1148
31181,tt4028066,77,29
31182,tt4032632,62,53
31183,tt4033216,63,119
31184,tt4040672,51,30
31185,tt4040932,52,30
31186,tt4040984,62,6
31187,tt4044392,67,7
31188,tt4047032,85,26
31189,tt4047196,75,13
31190,tt4049534,40,18
31191,tt4061060,78,10
31192,tt4062896,58,175
31193,tt4063178,56,620
31194,tt4065382,68,14
31195,tt4070204,34,47
31196,tt4070374,73,7
31197,tt4073732,76,17
31198,tt4074928,59,4336
31199,tt4076262,83,9
31200,tt4083682,35,516
31201,tt4084060,65,440
31202,tt4084672,71,17
31203,tt4094882,80,7
31204,tt4103724,67,10316
31205,tt4114302,58,169
31206,tt4114612,78,19
31207,tt4121500,66,21
31208,tt4125372,52,246
31209,tt4132210,48,37
31210,tt4136008,42,37
31211,tt4136636,68,247
31212,tt4142364,53,15
31213,tt4143186,72,6
31214,tt4146076,85,13
31215,tt4147684,76,340
31216,tt4149246,50,30
31217,tt4149696,70,345
31218,tt4152148,73,15
31219,tt4155384,48,26
31220,tt4156998,55,46
31221,tt4157510,69,356
31222,tt4160582,58,16
31223,tt4163452,67,10
31224,tt4165394,62,5
31225,tt4170512,55,6
31226,tt4172288,70,6
31227,tt4175888,36,1953
31228,tt4176826,71,35402
31229,tt4177018,55,163
31230,tt4181782,51,5937
31231,tt4182282,61,136
31232,tt4185276,68,11
31233,tt4192552,74,12
31234,tt4193908,68,6
31235,tt4195522,62,256
31236,tt4199462,54,5
31237,tt4211694,43,11
31238,tt4212800,51,17
31239,tt4215828,57,108
31240,tt4218250,35,86
31241,tt4222512,43,7
31242,tt4222732,57,139
31243,tt4223310,75,45
31244,tt4231760,72,463
31245,tt4232564,64,9
31246,tt4235432,60,354
31247,tt4236992,87,37
31248,tt4239814,70,26
31249,tt4240406,57,1277
31250,tt4244162,59,11276
31251,tt4247144,56,934
31252,tt4253116,74,210
31253,tt4254562,50,159
31254,tt4255304,58,25143
31255,tt4257084,75,42
31256,tt4261942,65,253
31257,tt4262350,57,32
31258,tt4264626,57,6
31259,tt4265694,54,38
31260,tt4266692,64,87
31261,tt4273106,48,54
31262,tt4273170,51,581
31263,tt4273494,71,100
31264,tt4275772,67,28
31265,tt4276206,41,1186
31266,tt4296556,40,641
31267,tt4298966,57,540
31268,tt4305206,76,120
31269,tt4307880,77,1179
31270,tt4309204,67,10
31271,tt4317854,76,34
31272,tt4320900,37,175
31273,tt4323536,70,1230
31274,tt4326646,67,135
31275,tt4327752,56,1841
31276,tt4328584,41,551
31277,tt4329244,77,216
31278,tt4331318,60,328
31279,tt4335592,34,28
31280,tt4338852,51,8
31281,tt4347994,31,124
31282,tt4358230,65,1546
31283,tt4359602,65,81
31284,tt4365376,74,66
31285,tt4368086,51,186
31286,tt4368862,80,8
31287,tt4371276,40,31
31288,tt4372390,62,4631
31289,tt4374990,70,7
31290,tt4375438,72,8163
31291,tt4388606,68,76
31292,tt4394402,57,43
31293,tt4396584,49,556
31294,tt4397346,72,576
31295,tt4400086,58,134
31296,tt4401884,64,540
31297,tt4405142,89,24
31298,tt4408104,84,20
31299,tt4418898,71,16
31300,tt4419864,49,151
31301,tt4424560,85,6
31302,tt4424930,49,17
31303,tt4425518,78,35
31304,tt4426248,60,144
31305,tt4428762,59,1154
31306,tt4428878,66,5
31307,tt4430992,60,322
31308,tt4451552,74,10
31309,tt4451670,50,73
31310,tt4452274,49,9
31311,tt4452756,87,7
31312,tt4463896,77,19
31313,tt4465938,56,12
31314,tt4474766,79,16
31315,tt4477234,75,10
31316,tt4479870,55,29
31317,tt4484426,65,332
31318,tt4489416,74,3122
31319,tt4502432,68,10
31320,tt4506106,58,8
31321,tt4509614,51,9
31322,tt4517574,72,8
31323,tt4517624,54,190
31324,tt4519312,48,389
31325,tt4522582,77,7
31326,tt4526656,90,61
31327,tt4531902,68,8
31328,tt4539628,37,14
31329,tt4540694,78,5
31330,tt4543530,75,13
31331,tt4543578,48,239
31332,tt4554360,68,81
31333,tt4565668,45,92
31334,tt4567500,79,165
31335,tt4567858,73,88
31336,tt4568466,51,147
31337,tt4573096,54,5
31338,tt4573394,40,54
31339,tt4576560,53,113
31340,tt4581026,44,144
31341,tt4581310,75,66
31342,tt4581458,62,12
31343,tt4587780,65,1131
31344,tt4592672,82,5
31345,tt4613576,56,47
31346,tt4617698,33,6
31347,tt4619556,73,69
31348,tt4637878,54,391
31349,tt4641602,67,31
31350,tt4642044,52,2194
31351,tt4643086,82,5
31352,tt4651410,46,7414
31353,tt4651770,76,14
31354,tt4653310,82,122
31355,tt4653526,59,49
31356,tt4653714,54,8
31357,tt4657764,38,237
31358,tt4660980,57,5620
31359,tt4680662,56,41
31360,tt4685806,46,5440
31361,tt4686108,53,690
31362,tt4693356,70,5
31363,tt4693860,48,794
31364,tt4698684,79,87532
31365,tt4700356,75,50
31366,tt4700590,61,13
31367,tt4701616,45,17
31368,tt4703256,66,52
31369,tt4712840,88,22
31370,tt4714782,61,30636
31371,tt4726758,78,13
31372,tt4733046,92,1015
31373,tt4736136,75,96
31374,tt4743226,33,2536
31375,tt4757164,61,19
31376,tt4760108,69,384
31377,tt4766420,56,81
31378,tt4767884,19,399
31379,tt4768190,50,23
31380,tt4768586,71,375
31381,tt4768592,49,62
31382,tt4776556,55,504
31383,tt4778354,64,25
31384,tt4781446,41,248
31385,tt4786350,74,5
31386,tt4786606,67,166
31387,tt4789296,47,42
31388,tt4792524,45,556
31389,tt4795124,59,11747
31390,tt4804076,43,6
31391,tt4806232,80,2999
31392,tt4809254,56,35
31393,tt4810010,33,45
31394,tt4819470,28,118
31395,tt4823356,76,7
31396,tt4833072,88,16
31397,tt4835252,46,442
31398,tt4838340,50,17
31399,tt4838956,84,9
31400,tt4840684,63,17
31401,tt4840810,80,28
31402,tt4842296,78,150
31403,tt4843208,48,149
31404,tt4848418,71,8
31405,tt4853188,50,8
31406,tt4857528,76,10
31407,tt4857622,63,122
31408,tt4859842,87,10
31409,tt4862506,50,631
31410,tt4862984,28,129
31411,tt4864584,46,1178
31412,tt4865332,61,157
31413,tt4885958,52,12
31414,tt4903170,60,8
31415,tt4905556,77,27
31416,tt4907174,58,145
31417,tt4911944,78,93
31418,tt4912182,41,39
31419,tt4912452,49,620
31420,tt4916290,69,7
31421,tt4917622,62,244
31422,tt4920312,63,88
31423,tt4926886,59,39
31424,tt4927522,50,43
31425,tt4935158,61,4279
31426,tt4938050,63,213
31427,tt4943934,23,643
31428,tt4943992,85,1063
31429,tt4948854,76,30
31430,tt4950192,67,367
31431,tt4961334,67,1400
31432,tt4964310,74,4560
31433,tt4971758,64,93
31434,tt4973214,34,5
31435,tt4983630,61,53
31436,tt4986754,50,1052
31437,tt4991384,85,4643
31438,tt5005094,76,5
31439,tt5012370,92,44
31440,tt5012400,98,6
31441,tt5017134,62,11
31442,tt5032896,69,22
31443,tt5035240,44,10
31444,tt5037358,39,87
31445,tt5038372,70,733
31446,tt5040904,81,19
31447,tt5048406,59,385
31448,tt5051356,56,654
31449,tt5057300,56,151
31450,tt5058222,70,22
31451,tt5062072,53,93
31452,tt5065346,51,120
31453,tt5066056,50,1422
31454,tt5068818,85,31
31455,tt5080356,55,97
31456,tt5081304,43,115
31457,tt5085872,80,7
31458,tt5086046,57,145
31459,tt5088808,79,17
31460,tt5095830,63,288
31461,tt5103610,44,11
31462,tt5104798,85,13
31463,tt5104968,74,7
31464,tt5120072,88,13
31465,tt5121762,54,14
31466,tt5123412,69,23
31467,tt5124774,67,52
31468,tt5126792,43,132
31469,tt5126986,56,5
31470,tt5130348,58,90
31471,tt5132170,75,15
31472,tt5132628,52,8
31473,tt5134588,76,206
31474,tt5135424,56,14
31475,tt5135430,51,8
31476,tt5136576,62,13
31477,tt5136864,16,7
31478,tt5138280,75,32
31479,tt5140848,66,22
31480,tt5142610,77,70
31481,tt5143226,56,10731
31482,tt5151568,71,68
31483,tt5153158,54,107
31484,tt5154954,90,7
31485,tt5157456,46,3622
31486,tt5161028,76,99
31487,tt5167168,27,123
31488,tt5167754,38,50
31489,tt5169582,69,553
31490,tt5176560,81,17
31491,tt5178534,46,5
31492,tt5180266,47,63
31493,tt5185952,75,29
31494,tt5186608,77,25
31495,tt5189440,58,308
31496,tt5196148,68,12
31497,tt5201246,58,63
31498,tt5201994,83,15
31499,tt5203722,63,12
31500,tt5204816,73,37
31501,tt5206834,64,5
31502,tt5207378,81,19
31503,tt5207840,43,61
31504,tt5212542,75,23
31505,tt5220122,63,42299
31506,tt5232488,45,12
31507,tt5235694,68,18
31508,tt5239378,59,21
31509,tt5242920,52,95
31510,tt5254612,81,230
31511,tt5254728,67,40
31512,tt5261818,75,111
31513,tt5262746,80,6
31514,tt5266858,68,54
31515,tt5274666,53,54
31516,tt5275830,74,1043
31517,tt5277298,73,23
31518,tt5278466,77,1256
31519,tt5280626,66,2106
31520,tt5281678,71,54
31521,tt5282238,47,7
31522,tt5285204,60,90
31523,tt5295838,55,1192
31524,tt5306218,74,5
31525,tt5312354,51,17
31526,tt5320514,77,2673
31527,tt5320860,31,26
31528,tt5323946,71,16
31529,tt5333710,73,16
31530,tt5335034,73,9
31531,tt5336902,60,389
31532,tt5337758,65,249
31533,tt5338992,67,24
31534,tt5341036,68,244
31535,tt5343512,74,9
31536,tt5348688,70,7
31537,tt5348692,70,16
31538,tt5348774,63,90
31539,tt5349016,27,24
31540,tt5356318,38,75
31541,tt5358370,72,143
31542,tt5361064,40,210
31543,tt5367592,80,8
31544,tt5370828,71,1985
31545,tt5373192,63,133
31546,tt5375434,66,1257
31547,tt5389736,57,20
31548,tt5390066,53,3103
31549,tt5390504,74,40309
31550,tt5403488,65,31
31551,tt5419676,67,1170
31552,tt5424014,54,100
31553,tt5425502,49,214
31554,tt5431600,33,1987
31555,tt5432182,52,20
31556,tt5438308,47,155
31557,tt5442626,34,111
31558,tt5449704,61,23
31559,tt5452310,71,18
31560,tt5457582,53,90
31561,tt5458088,81,2908
31562,tt5463052,74,174
31563,tt5475678,36,169
31564,tt5476088,62,40
31565,tt5476166,69,195
31566,tt5478918,60,68
31567,tt5486888,92,6
31568,tt5490380,73,88
31569,tt5491506,64,5
31570,tt5492260,59,257
31571,tt5493774,63,123
31572,tt5500416,60,610
31573,tt5511526,80,8
31574,tt5514008,78,18
31575,tt5514604,65,6
31576,tt5514632,68,200
31577,tt5515670,63,110
31578,tt5516586,55,24
31579,tt5518358,53,180
31580,tt5520618,63,286
31581,tt5526064,54,9
31582,tt5528996,65,98
31583,tt5530862,32,5
31584,tt5532370,54,835
31585,tt5540608,74,16
31586,tt5543690,63,98
31587,tt5556110,56,154
31588,tt5556532,47,13
31589,tt5567286,78,6
31590,tt5574080,91,16
31591,tt5584718,83,6
31592,tt5585826,49,21
31593,tt5587488,75,252
31594,tt5592256,53,249
31595,tt5594608,78,13
31596,tt5597946,57,1014
31597,tt5598234,53,961
31598,tt5599826,62,200
31599,tt5601792,86,78
31600,tt5604002,90,6
31601,tt5609466,52,83
31602,tt5609488,87,52
31603,tt5609672,73,29
31604,tt5615200,75,8
31605,tt5617310,60,757
31606,tt5623224,66,325
31607,tt5633396,70,53
31608,tt5634960,54,1227
31609,tt5635808,57,511
31610,tt5635974,85,35
31611,tt5637418,70,35
31612,tt5638462,42,16
31613,tt5641510,72,9
31614,tt5642158,64,59
31615,tt5642914,82,11
31616,tt5647252,70,5
31617,tt5648120,60,9
31618,tt5651458,46,789
31619,tt5651572,60,26
31620,tt5652478,67,14
31621,tt5654164,84,21
31622,tt5657932,44,75
31623,tt5663992,62,19
31624,tt5672854,59,27
31625,tt5673432,77,1592
31626,tt5697990,71,165
31627,tt5706112,77,93
31628,tt5706420,83,234
31629,tt5706876,39,445
31630,tt5709168,76,10
31631,tt5709188,52,6780
31632,tt5709852,66,232
31633,tt5710330,80,13
31634,tt5715234,35,120
31635,tt5719076,43,892
31636,tt5726086,57,42154
31637,tt5728798,64,10
31638,tt5731710,28,6
31639,tt5739586,56,102
31640,tt5742880,76,32
31641,tt5742932,59,136
31642,tt5754748,70,10
31643,tt5757874,47,33
31644,tt5759540,44,59
31645,tt5760556,82,6
31646,tt5760674,90,40
31647,tt5768370,85,32
31648,tt5768380,35,15
31649,tt5778384,59,357
31650,tt5782160,53,313
31651,tt5784860,41,348
31652,tt5785934,73,27
31653,tt5787862,35,269
31654,tt5802938,56,12
31655,tt5803374,47,6
31656,tt5803868,69,231
31657,tt5812544,76,5
31658,tt5813026,80,5
31659,tt5816712,68,216
31660,tt5818206,75,10
31661,tt5818404,71,132
31662,tt5824410,33,16
31663,tt5824950,77,12
31664,tt5825358,56,5
31665,tt5829492,76,13
31666,tt5830908,70,18
31667,tt5837408,74,36
31668,tt5842218,47,119
31669,tt5842890,61,2374
31670,tt5843096,81,16
31671,tt5866442,40,194
31672,tt5868910,65,24
31673,tt5869762,78,8
31674,tt5872506,43,155
31675,tt5874398,68,302
31676,tt5876392,48,5
31677,tt5891136,73,86
31678,tt5901212,71,804
31679,tt5908566,58,165
31680,tt5909308,78,219
31681,tt5916734,83,21
31682,tt5921524,72,60
31683,tt5924480,75,58
31684,tt5925772,66,1956
31685,tt5926990,57,277
31686,tt5931390,78,10
31687,tt5936582,40,206
31688,tt5937296,76,1622
31689,tt5938812,74,13
31690,tt5942864,65,1316
31691,tt5952522,69,21
31692,tt5954338,59,66
31693,tt5955162,63,29
31694,tt5958178,80,6
31695,tt5961906,50,177
31696,tt5962036,60,5
31697,tt5963390,70,14
31698,tt5966990,72,548
31699,tt5967066,55,22
31700,tt5973366,71,27
31701,tt5973706,85,6
31702,tt5982216,48,5
31703,tt5984630,84,7
31704,tt5996682,51,243
31705,tt5998266,74,30
31706,tt6002232,75,6089
31707,tt6005670,59,21
31708,tt6016458,86,5
31709,tt6017536,84,42
31710,tt6023632,84,5
31711,tt6027782,58,219
31712,tt6028412,71,122
31713,tt6029724,65,40
31714,tt6043054,53,37
31715,tt6044414,77,154
31716,tt6048706,37,96
31717,tt6048936,57,98
31718,tt6060156,67,7044
31719,tt6060558,71,9
31720,tt6062606,88,6
31721,tt6063866,50,150
31722,tt6068554,30,311
31723,tt6071040,48,81
31724,tt6075764,58,178
31725,tt6080460,72,9
31726,tt6089656,42,6
31727,tt6092638,70,18
31728,tt6093904,89,8
31729,tt6094934,95,44
31730,tt6096364,72,5
31731,tt6101478,60,20
31732,tt6103292,63,107
31733,tt6107102,76,67
31734,tt6108558,81,53
31735,tt6109080,63,121
31736,tt6112534,57,96
31737,tt6117702,34,2295
31738,tt6118442,83,20
31739,tt6122540,71,211
31740,tt6123930,80,51
31741,tt6129128,63,185
31742,tt6132648,70,50
31743,tt6133130,71,17954
31744,tt6134336,65,6
31745,tt6135062,62,13
31746,tt6135412,39,13
31747,tt6137166,78,16
31748,tt6139626,34,293
31749,tt6142574,71,11
31750,tt6157780,85,6
31751,tt6158692,51,492
31752,tt6165342,44,114
31753,tt6166002,71,127
31754,tt6166196,74,41
31755,tt6169934,38,332
31756,tt6172666,24,190
31757,tt6174226,52,94
31758,tt6183180,57,55
31759,tt6183834,66,1386
31760,tt6191876,74,779
31761,tt6199818,62,36
31762,tt6201950,69,18
31763,tt6205996,24,267
31764,tt6210328,67,9
31765,tt6213994,76,181
31766,tt6214416,34,78
31767,tt6215718,85,6
31768,tt6215910,51,1848
31769,tt6217608,75,9811
31770,tt6221540,62,648
31771,tt6223030,84,37
31772,tt6227164,46,114
31773,tt6237268,54,1518
31774,tt6244666,49,14
31775,tt6244938,84,9
31776,tt6246202,74,11
31777,tt6253942,67,132
31778,tt6256984,51,100
31779,tt6265828,68,46280
31780,tt6271110,46,140
31781,tt6271404,52,94
31782,tt6271638,79,58
31783,tt6275262,57,906
31784,tt6283934,75,13
31785,tt6286668,53,233
31786,tt6316466,68,31
31787,tt6316806,80,30
31788,tt6322902,49,468
31789,tt6324614,63,2342
31790,tt6330122,87,409
31791,tt6332764,51,2062
31792,tt6333000,77,44
31793,tt6336356,68,8594
31794,tt6337076,70,9
31795,tt6339468,72,6
31796,tt6345080,40,257
31797,tt6346970,86,7
31798,tt6354648,55,50
31799,tt6354904,62,6
31800,tt6356220,86,9
31801,tt6357074,48,124
31802,tt6359118,71,270
31803,tt6364638,51,269
31804,tt6377612,41,32
31805,tt6380556,71,295
31806,tt6380902,58,5
31807,tt6381456,70,50
31808,tt6381884,87,24
31809,tt6383468,90,67
31810,tt6383608,53,31
31811,tt6384766,73,6
31812,tt6386918,51,21
31813,tt6398054,69,1220
31814,tt6404816,45,118
31815,tt6405058,80,70
31816,tt6409262,79,11
31817,tt6410688,82,101
31818,tt6411984,61,829
31819,tt6423012,53,9
31820,tt6424188,47,96
31821,tt6435660,65,6
31822,tt6441102,82,29
31823,tt6449382,52,17
31824,tt6450660,52,40
31825,tt6456034,60,8
31826,tt6465308,36,264
31827,tt6476146,29,18
31828,tt6478412,73,39
31829,tt6485666,80,21988
31830,tt6485928,62,4396
31831,tt6486134,59,10
31832,tt6487050,85,443
31833,tt6493648,70,772
31834,tt6507448,75,11
31835,tt6513180,35,16
31836,tt6515420,39,100
31837,tt6516314,56,3237
31838,tt6520926,75,123
31839,tt6528482,76,19
31840,tt6533250,28,148
31841,tt6536174,79,8
31842,tt6566600,54,105
31843,tt6569888,89,15
31844,tt6573444,69,1980
31845,tt6576556,74,2050
31846,tt6580394,24,507
31847,tt6581576,75,26
31848,tt6591554,57,151
31849,tt6591568,55,66
31850,tt6598202,48,46
31851,tt6599230,83,6
31852,tt6603056,82,15
31853,tt6603604,72,8
31854,tt6615426,69,236
31855,tt6615580,47,161
31856,tt6616788,85,32
31857,tt6618178,78,168
31858,tt6624312,54,371
31859,tt6627682,76,293
31860,tt6651098,60,9
31861,tt6652708,45,2664
31862,tt6654316,71,2221
31863,tt6659930,59,46
31864,tt6660238,57,705
31865,tt6667252,75,73
31866,tt6670304,86,18
31867,tt6672152,78,6
31868,tt6672912,75,11
31869,tt6680676,66,16
31870,tt6721848,59,2558
31871,tt6723570,83,23
31872,tt6733186,82,9
31873,tt6741676,83,24
31874,tt6752848,74,2422
31875,tt6771068,82,8
31876,tt6775942,68,640
31877,tt6778742,78,12
31878,tt6779296,79,102
31879,tt6786550,80,21
31880,tt6793704,77,7
31881,tt6803924,63,161
31882,tt6803946,63,140
31883,tt6809094,70,156
31884,tt6809288,49,8
31885,tt6812698,72,8
31886,tt6814052,48,5
31887,tt6816502,70,61
31888,tt6822106,61,50
31889,tt6839646,89,8
31890,tt6839684,89,9
31891,tt6846510,66,124
31892,tt6848180,68,13
31893,tt6849012,92,11
31894,tt6851430,87,38
31895,tt6856592,28,212
31896,tt6857308,48,8
31897,tt0449005,40,144
31898,tt0490215,72,85242
31899,tt10310866,58,19
31900,tt1031658,51,310
31901,tt10348516,63,20
31902,tt10350078,72,14
31903,tt1037222,48,1071
31904,tt10404502,98,5
31905,tt1054677,71,1408
31906,tt1071211,62,180
31907,tt1079956,65,367
31908,tt1109574,46,943
31909,tt1114710,63,356
31910,tt1117390,65,21
31911,tt1117668,50,229
31912,tt1124386,43,110
31913,tt1137470,41,7048
31914,tt1156527,56,162
31915,tt1158934,44,141
31916,tt1176175,69,14
31917,tt1179927,65,501
31918,tt1200271,35,20
31919,tt1206331,57,46
31920,tt1212442,43,330
31921,tt1216491,70,41231
31922,tt1217213,72,9675
31923,tt1225302,55,1191
31924,tt1234926,46,58
31925,tt1236254,38,234
31926,tt1236371,75,2928
31927,tt1236472,78,7110
31928,tt1241017,42,2904
31929,tt1241226,47,290
31930,tt1242517,67,218
31931,tt1247690,54,24288
31932,tt1260695,41,44
31933,tt1268224,70,106
31934,tt1273193,67,93
31935,tt1279935,63,144683
31936,tt1290393,69,126
31937,tt1291125,65,1275
31938,tt1291465,72,15214
31939,tt1291549,58,2074
31940,tt1297923,73,46
31941,tt1301308,63,1097
31942,tt1307068,67,102047
31943,tt1307071,65,26
31944,tt1307861,71,2020
31945,tt1308112,62,86
31946,tt1315350,68,4158
31947,tt1331094,85,17
31948,tt1334553,68,23378
31949,tt1335986,25,472
31950,tt1336999,57,109
31951,tt1340834,73,506
31952,tt1355631,70,61547
31953,tt1356399,87,29
31954,tt1363376,68,93
31955,tt1373149,32,584
31956,tt1376717,71,4129
31957,tt1383700,82,13
31958,tt1384594,59,86
31959,tt1386492,46,629
31960,tt1390535,54,9979
31961,tt1397280,63,273106
31962,tt1399683,72,127751
31963,tt1401672,70,854
31964,tt1405807,17,247
31965,tt1410061,80,5
31966,tt1412442,64,1494
31967,tt1415228,71,604
31968,tt1421053,77,11
31969,tt1428538,61,183387
31970,tt1433810,71,11621
31971,tt1436564,69,24
31972,tt1437361,61,2428
31973,tt1444272,91,7
31974,tt1446714,70,538720
31975,tt1447499,65,931
31976,tt1450635,69,470
31977,tt1452293,48,183
31978,tt1455106,54,91
31979,tt1458169,59,28898
31980,tt1461405,49,29
31981,tt1461436,72,11
31982,tt1464539,58,3713
31983,tt1468736,62,57
31984,tt1472209,86,7
31985,tt1476411,58,88
31986,tt1480658,56,1364
31987,tt1488181,58,6010
31988,tt1490651,40,113
31989,tt1492728,25,106
31990,tt1492872,42,180
31991,tt1493034,74,51
31992,tt1500953,84,18
31993,tt1507917,60,80
31994,tt1509284,79,41
31995,tt1511325,83,37
31996,tt1512109,36,531
31997,tt1512240,62,4422
31998,tt1513925,70,31
31999,tt1517451,78,249245
32000,tt1517471,62,1517
32001,tt1518306,77,6
32002,tt1519461,42,11537
32003,tt1520979,63,15
32004,tt1523987,57,135
32005,tt1524544,66,17
32006,tt1527049,56,494
32007,tt1527829,65,13
32008,tt1528801,68,41
32009,tt1530975,60,637
32010,tt1531628,86,28
32011,tt1532946,75,33
32012,tt1533061,77,227
32013,tt1535970,65,17757
32014,tt1540014,40,187
32015,tt1540404,58,158
32016,tt1541149,64,4872
32017,tt1541153,72,68
32018,tt1542475,38,20
32019,tt1543029,69,249
32020,tt1545098,80,59
32021,tt1548635,36,1756
32022,tt1556220,58,8
32023,tt1557720,72,571
32024,tt1560979,61,56
32025,tt1562563,41,1175
32026,tt1564771,54,128
32027,tt1566529,59,7
32028,tt1567344,68,142
32029,tt1568812,69,244
32030,tt1568929,44,1017
32031,tt1571242,74,64
32032,tt1572168,58,475
32033,tt1573483,39,822
32034,tt1573892,60,7
32035,tt1576686,56,256
32036,tt1577113,73,20
32037,tt1577121,82,8
32038,tt1578856,67,25
32039,tt1579232,38,4970
32040,tt1579969,82,19
32041,tt1581835,64,11759
32042,tt1582208,45,215
32043,tt1583753,64,26
32044,tt1584706,82,5
32045,tt1585270,55,92
32046,tt1586552,81,98
32047,tt1588336,69,162
32048,tt1588446,67,112
32049,tt1598172,39,533
32050,tt1600417,57,140
32051,tt1600435,60,107
32052,tt1600439,56,666
32053,tt1600683,55,117
32054,tt1601227,65,1574
32055,tt1605791,74,226
32056,tt1607600,46,8
32057,tt1608368,52,2282
32058,tt1608635,73,16
32059,tt1610452,72,13832
32060,tt1613092,72,3014
